"geneid"	"diseaseid"	"diseaseterm"	"disgenet.curated"	"disgenet.all"	"guildify.curated"	"guildify.all"
548313	"C0015695"	"Fatty Liver"	0	0	1	0
9993	"C0015695"	"Fatty Liver"	0	0	1	0
9806	"C0015695"	"Fatty Liver"	0	0	1	0
2550	"C0015695"	"Fatty Liver"	0	0	1	0
23643	"C0015695"	"Fatty Liver"	0	0	1	0
55154	"C0015695"	"Fatty Liver"	0	0	1	0
947	"C0015695"	"Fatty Liver"	0	0	1	0
2811	"C0015695"	"Fatty Liver"	0	0	1	0
84706	"C0015695"	"Fatty Liver"	0	0	1	0
26470	"C0015695"	"Fatty Liver"	0	0	1	0
2628	"C0015695"	"Fatty Liver"	0	0	1	0
51014	"C0015695"	"Fatty Liver"	0	0	1	0
353376	"C0015695"	"Fatty Liver"	0	0	1	0
100302736	"C0015695"	"Fatty Liver"	0	0	1	0
2529	"C0015695"	"Fatty Liver"	0	0	1	0
55509	"C0015695"	"Fatty Liver"	0	0	1	0
113000	"C0015695"	"Fatty Liver"	0	0	1	0
79858	"C0015695"	"Fatty Liver"	0	0	1	0
83758	"C0015695"	"Fatty Liver"	0	0	1	0
134285	"C0015695"	"Fatty Liver"	0	0	1	0
30812	"C0015695"	"Fatty Liver"	0	0	1	0
55270	"C0015695"	"Fatty Liver"	0	0	1	0
84913	"C0015695"	"Fatty Liver"	0	0	1	0
2018	"C0015695"	"Fatty Liver"	0	0	1	0
51011	"C0015695"	"Fatty Liver"	0	0	1	0
57407	"C0015695"	"Fatty Liver"	0	0	1	0
81793	"C0015695"	"Fatty Liver"	0	0	1	0
112487	"C0015695"	"Fatty Liver"	0	0	1	0
1675	"C0015695"	"Fatty Liver"	0	0	1	0
9863	"C0015695"	"Fatty Liver"	0	0	1	0
54929	"C0015695"	"Fatty Liver"	0	0	1	0
27306	"C0015695"	"Fatty Liver"	0	0	1	0
113179	"C0015695"	"Fatty Liver"	0	0	1	0
3202	"C0015695"	"Fatty Liver"	0	0	1	0
383	"C0015695"	"Fatty Liver"	0	0	1	0
54476	"C0015695"	"Fatty Liver"	0	0	1	0
3131	"C0015695"	"Fatty Liver"	0	0	1	0
27074	"C0015695"	"Fatty Liver"	0	0	1	0
55624	"C0015695"	"Fatty Liver"	0	0	1	0
4796	"C0015695"	"Fatty Liver"	0	0	1	0
4097	"C0015695"	"Fatty Liver"	0	0	1	0
56751	"C0015695"	"Fatty Liver"	0	0	1	0
4135	"C0015695"	"Fatty Liver"	0	0	1	0
5583	"C0015695"	"Fatty Liver"	0	0	1	0
7675	"C0015695"	"Fatty Liver"	0	0	1	0
5365	"C0015695"	"Fatty Liver"	0	0	1	0
3577	"C0015695"	"Fatty Liver"	0	0	1	0
19	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
47	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
183	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
185	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
197	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
207	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
215	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
217	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
240	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
246	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
250	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
285	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
338	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
345	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
348	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
351	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
353	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
355	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
374	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
410	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
470	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
506	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
738	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
834	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
847	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
857	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
892	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
929	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
948	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
949	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
1024	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
1050	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
1071	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
1118	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
1147	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
1181	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
1240	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
1244	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
1269	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
1277	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
1305	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
1316	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
1326	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
1356	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
1374	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
1401	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
1429	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
1437	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
1463	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
1489	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
1544	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	0	0
1548	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
1557	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
1559	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
1565	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
1571	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
1573	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
1576	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
1586	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
1636	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
1728	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
1737	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
1803	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
1822	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
1901	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
1915	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
1993	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2091	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2101	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2146	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2147	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
2167	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2168	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2171	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2180	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2182	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2185	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2194	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2195	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2222	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2239	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2246	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2267	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2353	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2354	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2355	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2475	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2551	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2638	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2641	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
2645	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2646	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2668	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2688	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2695	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2719	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
2720	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2729	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2740	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2806	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2875	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2876	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2923	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2932	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2938	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
2944	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
2946	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
2950	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
2952	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
3077	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
3091	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3146	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3162	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3169	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3172	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3240	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3257	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3276	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3290	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3309	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3458	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
3479	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3485	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3552	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
3553	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3562	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
3565	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
3569	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3579	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3586	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3605	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3635	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3638	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
3643	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3667	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3684	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3702	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3717	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
3725	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3726	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3727	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3856	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3929	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3936	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3949	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
3950	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
3952	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
3953	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
3976	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
3988	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
4017	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
4023	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
4051	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
4092	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
4236	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
4306	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
4312	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
4322	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	1	1
4490	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
4524	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
4541	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
4547	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
4615	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
4670	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
4780	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
5054	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
5055	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
5167	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
5244	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
5265	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
5335	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
5465	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
5467	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
5468	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
5551	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
5562	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
5563	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
5564	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
5581	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
5595	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
5770	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
5897	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
5919	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
5950	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
5972	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
6279	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
6347	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
6403	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
6469	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
6513	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
6514	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
6581	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
6590	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
6609	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
6648	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
6690	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
6696	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
6720	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
6721	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
6774	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
6794	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
6868	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
6934	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
7010	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
7015	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
7019	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
7040	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
7041	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
7096	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
7097	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
7099	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
7124	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
7133	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
7157	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
7351	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
7352	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
7421	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
7422	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
7442	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
7494	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
7555	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
8061	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
8213	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
8431	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
8517	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
8529	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
8546	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
8614	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
8626	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
8647	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
8660	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
8805	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
8856	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
9213	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
9360	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
9370	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
9516	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
9575	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
9890	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
9971	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
10062	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
10128	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
10135	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
10165	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
10196	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
10221	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
10333	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
10400	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
10413	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
10468	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
10533	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
10613	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
10628	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
10850	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
10891	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
10959	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
10998	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
11001	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
11093	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
23411	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
25813	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
26033	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
26060	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
26281	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
26291	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
26524	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
26998	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
27087	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
27232	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
27295	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
27306	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
29780	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
29881	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
29988	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
30061	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
50604	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
51573	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
51742	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
53345	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	0	0
54097	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
54658	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
54815	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
55198	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
55226	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
55249	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
55280	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
56034	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
56729	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
56891	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
57556	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
57817	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
64328	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
79660	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
79689	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
79813	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
80150	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
80339	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
83737	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
84766	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
114548	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
116519	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
127018	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
133522	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
139760	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
145957	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
146167	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
154091	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
164656	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
252995	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
254102	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
255738	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	1
282617	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
283297	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
284111	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
284217	"C0400966"	"Non-alcoholic Fatty Liver Disease"	1	1	1	1
338557	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
346606	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
406906	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
406941	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
406942	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
406947	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
406949	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
406961	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
406967	"C0400966"	"Non-alcoholic Fatty Liver Disease"	0	1	0	0
